933,3018,1104,3018,1104,3076,933,3076,0.88759595
1604,3004,1646,3007,1642,3069,1600,3066,0.7791299
952,2892,1077,2886,1079,2940,955,2945,0.7669799
1545,2885,1642,2885,1642,2943,1545,2943,0.9089006
1403,2886,1518,2882,1520,2944,1405,2948,0.7892031
964,2775,1105,2775,1105,2833,964,2833,0.8545949
1522,2769,1641,2765,1643,2827,1524,2831,0.9036949
1308,2758,1506,2758,1506,2836,1308,2836,0.7268264
878,2614,1080,2614,1080,2671,878,2671,0.7920361
1608,2601,1648,2604,1644,2659,1604,2656,0.68848026
802,2496,1099,2493,1100,2553,803,2557,0.66925496
1543,2489,1645,2485,1647,2546,1546,2550,0.8589534
1417,2488,1517,2488,1517,2546,1417,2546,0.7545245
869,2389,1087,2384,1088,2431,870,2436,0.5499329
841,2387,856,2385,859,2427,844,2428,0.5035584
1209,2372,1306,2376,1304,2435,1207,2431,0.7965593
1613,2366,1656,2369,1652,2429,1609,2427,0.6951467
1388,2276,1412,2276,1412,2290,1388,2290,0.619176
818,2258,941,2258,941,2320,818,2320,0.73622507
951,2260,1083,2256,1084,2312,953,2315,0.8581124
1559,2235,1664,2235,1664,2286,1559,2286,0.91948247
1440,2233,1533,2233,1533,2290,1440,2290,0.7742678
471,2211,494,2211,494,2221,471,2221,0.44096562
389,2210,428,2210,428,2223,389,2223,0.55419993
281,2210,337,2210,337,2225,281,2225,0.60949796
184,2210,280,2207,280,2226,185,2229,0.58709615
79,2208,139,2208,139,2227,79,2227,0.5666918
607,2208,639,2208,639,2223,607,2223,0.4589773
522,2208,583,2208,583,2222,522,2222,0.6497518
432,2208,466,2208,466,2223,432,2223,0.5011559
1162,2203,1197,2203,1197,2219,1162,2219,0.68416977
1147,2204,1164,2204,1164,2216,1147,2216,0.40668523
171,2132,647,2129,648,2179,171,2182,0.7490492
93,2126,156,2126,156,2187,93,2187,0.7584674
1216,2122,1321,2122,1321,2179,1216,2179,0.892407
1545,2121,1648,2121,1648,2176,1545,2176,0.92359966
1427,2120,1526,2120,1526,2176,1427,2176,0.8650062
1121,2118,1201,2121,1199,2182,1118,2178,0.810456
953,2122,985,2122,985,2179,953,2179,0.7470566
98,2026,280,2026,280,2073,98,2073,0.7916205
289,2020,537,2013,539,2084,291,2091,0.7923634
1096,2018,1195,2018,1195,2074,1096,2074,0.8639039
1213,2018,1318,2018,1318,2069,1213,2069,0.917857
1544,2012,1648,2012,1648,2067,1544,2067,0.90820223
1431,2011,1526,2011,1526,2069,1431,2069,0.8813836
96,1919,224,1915,225,1969,98,1972,0.75647426
225,1916,365,1916,365,1968,225,1968,0.710995
1213,1914,1318,1914,1318,1965,1213,1965,0.95930386
1094,1913,1198,1913,1198,1971,1094,1971,0.8777734
1545,1909,1648,1909,1648,1964,1545,1964,0.9113474
1432,1911,1526,1907,1528,1963,1434,1967,0.8842251
248,1818,369,1818,369,1878,248,1878,0.8573508
387,1816,580,1813,580,1866,388,1869,0.77185273
96,1813,223,1813,223,1867,96,1867,0.83828765
1213,1808,1318,1808,1318,1859,1213,1859,0.93637836
1099,1809,1195,1805,1197,1861,1101,1865,0.9024238
1545,1804,1648,1804,1648,1855,1545,1855,0.9472453
1434,1800,1526,1800,1526,1859,1434,1859,0.88507116
94,1718,336,1714,337,1766,95,1771,0.82443386
353,1717,520,1717,520,1765,353,1765,0.66396695
493,1713,646,1713,646,1766,493,1766,0.58148736
1102,1705,1195,1705,1195,1757,1102,1757,0.9130979
1213,1703,1319,1703,1319,1754,1213,1754,0.8945557
1547,1701,1645,1701,1645,1752,1547,1752,0.93113863
1434,1695,1529,1695,1529,1758,1434,1758,0.88548976
520,1615,557,1615,557,1655,520,1655,0.5244658
408,1603,532,1603,532,1664,408,1664,0.5662988
171,1599,441,1596,442,1671,172,1674,0.63745135
97,1603,204,1607,202,1658,95,1655,0.67493653
1217,1597,1322,1597,1322,1648,1217,1648,0.94600505
1551,1593,1654,1593,1654,1644,1551,1644,0.9660079
1119,1590,1202,1590,1202,1658,1119,1658,0.7391866
1454,1588,1531,1583,1536,1649,1459,1654,0.71787024
289,1501,454,1496,455,1554,291,1559,0.842877
1151,1496,1195,1496,1195,1542,1151,1542,0.8420013
94,1488,277,1488,277,1550,94,1550,0.7500562
1217,1490,1322,1490,1322,1541,1217,1541,0.89343864
1551,1486,1656,1486,1656,1541,1551,1541,0.92045903
1465,1482,1533,1482,1533,1542,1465,1542,0.81965727
637,1396,730,1396,730,1440,637,1440,0.48274198
432,1393,643,1393,643,1444,432,1444,0.71295327
206,1392,419,1392,419,1437,206,1437,0.847024
84,1379,180,1389,173,1453,77,1442,0.63901967
1214,1384,1319,1384,1319,1435,1214,1435,0.93999773
1106,1381,1199,1381,1199,1439,1106,1439,0.7978231
1434,1378,1531,1378,1531,1436,1434,1436,0.8782465
1547,1377,1649,1377,1649,1433,1547,1433,0.89253324
251,1287,549,1283,549,1339,252,1344,0.5085674
98,1280,242,1280,242,1334,98,1334,0.8508527
1214,1279,1321,1279,1321,1330,1214,1330,0.91385716
1098,1281,1194,1277,1196,1328,1100,1332,0.84936357
1545,1273,1648,1273,1648,1329,1545,1329,0.89829344
1431,1269,1531,1269,1531,1333,1431,1333,0.88779444
958,1280,973,1280,973,1331,958,1331,0.4530059
92,1182,248,1182,248,1240,92,1240,0.8164016
267,1182,407,1178,408,1227,269,1232,0.8199431
415,1176,521,1172,523,1230,417,1234,0.7789482
1214,1171,1319,1171,1319,1222,1214,1222,0.93399423
1097,1169,1198,1169,1198,1230,1097,1230,0.7882617
1548,1169,1648,1169,1648,1220,1548,1220,0.9304915
1433,1163,1530,1167,1527,1226,1430,1222,0.85939217
961,1177,972,1177,972,1194,961,1194,0.4020325
91,1073,399,1069,400,1120,92,1125,0.7321166
