1512,3925,1531,3925,1531,3934,1512,3934,0.5102091
193,3717,230,3717,230,3726,193,3726,0.5186058
154,3715,174,3715,174,3725,154,3725,0.44312748
137,3715,155,3715,155,3725,137,3725,0.5041888
808,3709,843,3709,843,3722,808,3722,0.48550108
704,3710,725,3710,725,3719,704,3719,0.45698604
881,3705,924,3705,924,3719,881,3719,0.68014514
854,3705,879,3705,879,3719,854,3719,0.53817886
1446,3702,1464,3702,1464,3712,1446,3712,0.6140041
1383,3701,1433,3701,1433,3714,1383,3714,0.5686662
608,3653,735,3653,735,3710,608,3710,0.88623434
945,3650,1074,3650,1074,3709,945,3709,0.84371537
806,3647,935,3641,938,3704,809,3710,0.7913154
1083,3637,1297,3637,1297,3702,1083,3702,0.8723277
389,3636,599,3636,599,3705,389,3705,0.8322269
745,3640,803,3640,803,3701,745,3701,0.8889913
1113,3588,1127,3588,1127,3597,1113,3597,0.40754867
1077,3588,1112,3588,1112,3597,1077,3597,0.4348475
1210,3587,1231,3587,1231,3596,1210,3596,0.53379637
1196,3587,1213,3587,1213,3596,1196,3596,0.48141167
1555,3581,1579,3581,1579,3592,1555,3592,0.4216721
76,3486,124,3486,124,3534,76,3534,0.7830476
133,3481,242,3481,242,3534,133,3534,0.8559156
1492,3467,1593,3467,1593,3521,1492,3521,0.8645428
1375,3464,1483,3467,1481,3526,1373,3522,0.7336427
86,3401,276,3396,277,3442,88,3446,0.818598
285,3398,538,3395,538,3439,286,3442,0.8367414
1552,3382,1590,3386,1586,3433,1548,3429,0.6356126
197,3311,448,3308,449,3359,198,3361,0.79873323
78,3307,186,3307,186,3366,78,3366,0.8432435
1352,3303,1474,3303,1474,3350,1352,3350,0.75275874
1476,3301,1588,3301,1588,3348,1476,3348,0.8294291
113,3208,283,3205,285,3266,114,3269,0.8333149
82,3210,137,3205,142,3263,87,3267,0.5691564
1287,3200,1427,3200,1427,3262,1287,3262,0.8849218
1445,3199,1586,3195,1587,3257,1447,3260,0.9076655
207,3144,234,3144,234,3154,207,3154,0.490177
86,3050,189,3050,189,3116,86,3116,0.8230773
866,3037,1013,3037,1013,3099,866,3099,0.850453
1477,3029,1572,3029,1572,3079,1477,3079,0.8955498
1391,3025,1460,3025,1460,3083,1391,3083,0.8403369
222,2908,520,2901,521,2956,223,2963,0.79523116
1455,2892,1592,2892,1592,2950,1455,2950,0.9550848
73,2886,201,2894,197,2969,69,2962,0.79269457
1289,2887,1434,2887,1434,2956,1289,2956,0.8222531
303,2860,332,2860,332,2869,303,2869,0.42020276
646,2856,672,2856,672,2865,646,2865,0.4661723
612,2856,649,2856,649,2865,612,2865,0.46554515
1043,2855,1062,2855,1062,2864,1043,2864,0.5258345
1592,2847,1638,2847,1638,2860,1592,2860,0.5787409
224,2766,380,2766,380,2846,224,2846,0.8621692
121,2740,158,2740,158,2793,121,2793,0.6959573
