409,547,454,549,453,575,408,573,0.827481
87,550,128,548,128,568,87,569,0.7331625
173,544,214,543,214,562,174,563,0.8288633
136,544,165,544,165,565,136,565,0.82418746
342,540,398,544,396,565,341,562,0.77240896
221,543,243,540,246,557,223,560,0.7006282
307,540,335,540,335,559,307,559,0.7675918
247,532,301,528,306,583,251,587,0.53579044
360,521,395,524,393,543,358,540,0.63688093
84,522,119,521,119,542,85,543,0.7369789
124,521,147,521,147,540,124,540,0.56994206
141,520,168,520,168,540,141,540,0.73309606
176,520,205,520,205,538,176,538,0.9274533
300,514,355,519,353,543,299,539,0.6129774
212,519,252,516,253,535,213,539,0.7600432
259,516,297,514,298,532,260,534,0.7484448
415,507,417,507,417,512,415,512,0.47307375
383,497,425,497,425,523,383,523,0.76855004
337,494,378,497,376,518,336,515,0.80542
59,495,133,493,133,516,60,517,0.71618176
188,495,237,493,238,511,189,514,0.61664087
138,495,170,493,171,516,139,518,0.7933231
290,490,331,492,329,515,288,513,0.8091871
243,492,283,490,284,511,244,512,0.6866612
415,440,478,443,477,484,413,481,0.6837286
108,443,171,443,171,474,108,474,0.7326483
47,443,92,442,93,474,48,476,0.7525363
333,433,395,436,393,474,332,471,0.6688071
10,415,54,415,54,437,10,437,0.7513794
412,410,484,415,482,445,410,440,0.5511676
58,415,73,415,73,434,58,434,0.4335982
110,412,181,409,182,431,111,434,0.53942275
432,374,481,374,481,392,432,392,0.6527185
417,375,440,375,440,389,417,389,0.56961805
7,370,41,370,41,389,7,389,0.7967256
87,370,112,370,112,387,87,387,0.7338503
45,369,82,368,83,389,45,390,0.7101623
275,371,279,371,279,381,275,381,0.5146551
297,365,362,369,361,390,296,386,0.5573411
437,351,482,351,482,372,437,372,0.6139661
48,350,86,350,86,366,48,366,0.7498745
7,350,41,350,41,366,7,366,0.80281496
413,347,447,347,447,369,413,369,0.61463475
96,346,129,347,128,367,96,366,0.7673203
296,342,363,347,361,371,294,366,0.5851321
126,327,166,326,167,347,126,348,0.7129886
78,325,119,326,118,344,77,342,0.6629858
7,325,66,325,66,344,7,344,0.7945078
413,320,486,324,484,353,411,349,0.5553843
295,317,364,323,362,350,293,344,0.5372577
77,303,116,303,116,322,77,322,0.71584255
5,303,65,298,67,323,7,327,0.7079158
415,298,485,302,484,330,413,325,0.63471186
124,300,159,301,157,325,123,324,0.73297125
296,296,366,300,364,327,295,323,0.5986388
408,253,472,254,471,280,407,279,0.6609414
303,253,357,253,357,278,303,278,0.7556835
59,252,104,253,104,277,58,276,0.74848825
19,253,53,253,53,276,19,276,0.8158175
234,253,255,253,255,276,234,276,0.6622931
4,210,46,209,46,226,4,228,0.5820874
222,207,305,207,305,232,222,232,0.7300517
182,207,220,209,219,232,181,230,0.7139183
49,206,155,206,155,229,49,229,0.61061996
388,181,414,181,414,206,388,206,0.48987788
459,183,462,183,462,187,459,187,0.44022214
464,181,466,181,466,185,464,185,0.44479838
420,165,488,168,486,204,419,201,0.42733046
53,167,83,169,81,199,51,197,0.50846046
238,149,257,149,257,166,238,166,0.5676404
202,146,223,146,223,165,202,165,0.69335115
357,78,408,79,408,103,356,102,0.6496669
77,78,135,78,135,102,77,102,0.6295207
249,55,292,56,292,78,248,77,0.65666586
189,54,239,54,239,80,189,80,0.6484225
