369,1110,484,1110,484,1152,369,1152,cộng
250,1104,351,1104,351,1156,250,1156,Tổng
515,1102,678,1102,678,1143,515,1143,000d
279,1054,406,1054,406,1096,279,1096,khuyen
423,1054,504,1054,504,1087,423,1087,mãi
589,1052,678,1052,678,1091,589,1091,dung
527,1043,575,1043,575,1095,527,1095,Áp
363,1017,436,1017,436,1042,363,1042,2507
113,973,669,973,669,1000,113,1000,
508,906,659,906,659,942,508,942,60
212,859,262,859,262,899,212,899,ng
472,854,568,854,568,881,472,881,coca
279,855,305,855,305,892,279,892,
335,855,351,855,351,887,335,887,
373,840,450,840,450,886,373,886,
102,794,137,794,137,835,102,835,
207,736,289,736,289,780,207,780,ung
305,733,360,733,360,780,305,780,op
380,734,431,734,431,768,380,768,la
453,736,473,736,473,771,453,771,
594,728,644,728,644,764,594,764,tr
496,724,572,724,572,766,496,766,cha
124,678,173,678,173,717,124,717,1x
204,677,279,677,279,714,204,714,Cơm
300,675,399,675,399,710,300,710,sườn
424,672,546,672,546,714,424,714,nướng
567,676,594,676,594,710,567,710,
616,670,662,670,662,705,616,705,tr
260,574,345,574,345,613,260,613,nhan
178,574,241,574,241,608,178,608,-Se
364,570,427,570,427,604,364,604,luc
447,561,566,561,566,601,447,601,11
227,518,287,518,287,551,227,551,
308,515,414,515,414,549,308,549,thann
436,510,535,510,535,545,436,545,toan
322,428,472,428,472,487,322,487,2507
287,435,319,435,319,490,287,490,
89,335,172,335,172,364,89,364,khách
184,334,254,334,254,366,184,366,hang
285,327,383,327,383,363,285,363,
140,288,191,288,191,315,140,315,don
204,285,274,285,274,320,204,320,hang
88,286,129,286,129,317,88,317,
309,274,617,274,617,307,309,307,
246,241,279,241,279,265,246,265,15
289,239,321,239,321,265,289,265,01
336,237,402,237,402,263,336,263,2021
423,234,504,234,504,263,423,263,11
149,185,216,185,216,218,149,218,Coin
232,180,318,180,318,223,232,223,Việt
379,180,487,180,487,217,379,217,Dương
335,184,364,184,364,218,335,218,
504,175,587,175,587,209,504,209,Khue
162,70,583,70,583,152,162,152,BA
