250,726,293,726,293,752,250,752,Hẹn
204,724,251,724,251,751,204,751,ƠNI,
117,726,154,726,154,750,117,750,XIN
420,723,487,723,487,748,420,748,KHÁCH
373,720,419,720,419,753,373,753,QUÝ
336,721,375,721,375,753,336,753,LẠI
157,721,200,721,200,748,157,748,CẢM
294,720,339,720,339,750,294,750,GẮP
152,682,191,682,191,701,152,701,dư:
450,680,538,680,538,703,450,703,184.000
116,681,159,681,159,700,116,700,còn c
66,680,112,680,112,702,66,702,Tiên
451,651,539,651,539,671,451,671,200.000
66,650,134,650,134,672,66,672,Khách
139,649,178,649,178,671,139,671,trả:
124,611,172,611,172,638,124,638,phải
463,610,538,610,538,635,463,635,16.000
66,611,119,611,119,636,66,636,Tổng
173,611,211,611,211,634,173,634,trả:
180,580,246,580,246,605,180,605,(0%):
67,582,125,582,125,602,67,602,Chiết
128,579,185,579,185,602,128,602,khẩu
522,582,541,582,541,600,522,600,0
464,548,542,548,542,573,464,573,16.000
67,548,121,548,121,573,67,573,Tổng
123,548,173,548,173,572,123,572,tiền:
473,501,538,501,538,524,473,524,10,000
99,499,150,499,150,525,99,525,Bánh
365,499,431,499,431,524,365,524,10.000
150,498,216,498,216,526,150,526,gối ĐT
75,500,88,500,88,515,75,515,2
484,462,537,462,537,485,484,485,6,000
154,459,239,459,239,484,154,484,baget ĐT
375,460,429,460,429,483,375,483,6.000
326,464,335,464,335,477,326,477,1
100,459,149,459,149,482,100,482,Bánh
77,460,88,460,88,481,77,481,1
436,420,495,420,495,441,436,441,Thành
315,421,340,421,340,440,315,440,SL
67,418,150,418,150,443,67,443,STI Hàng 1
497,419,533,419,533,441,497,441,tiền
389,419,426,419,426,442,389,442,bán
353,419,386,419,386,443,353,443,Giá
155,419,190,419,190,441,155,441,hóa
207,361,250,361,250,378,207,378,nam
120,357,157,357,157,380,120,380,chỉ:
163,356,204,356,204,381,163,381,Việt
86,355,123,355,123,382,86,382,Địa r
161,330,214,330,214,351,161,351,thoại:
228,329,330,329,330,349,228,349,000000001
116,328,157,328,157,352,116,352,điện
86,327,114,327,114,349,86,349,Số
150,297,200,297,200,321,150,321,hàng:
88,298,147,298,147,316,88,316,Khách
339,297,393,297,393,316,339,316,thanh
268,296,315,296,315,320,268,320,hàng
205,296,264,296,264,316,205,316,Khách
395,294,438,294,438,318,395,318,toán
318,294,339,294,339,317,318,317,lẻ
286,268,373,268,373,288,286,288,thungan6
225,267,276,267,276,290,225,290,hàng:
185,266,221,266,221,286,185,286,bán
143,266,181,266,181,286,143,286,viên
88,265,136,265,136,286,88,286,Nhân
200,238,309,238,309,258,200,258,12/20/2020
319,237,422,237,422,258,319,258,16:14:48PM
141,235,183,235,183,257,141,257,bán:
88,234,139,234,139,260,88,260,Ngày
201,207,349,207,349,225,201,225,HDC201220-273
154,204,195,204,195,226,154,226,HĐ:
254,166,311,166,311,193,254,193,ĐƠN
362,163,403,163,403,195,362,195,I LÉ
316,162,368,162,368,193,316,193,BÁN
198,162,253,162,253,193,198,193,HÓA
204,113,296,113,296,135,204,135,33115757
127,113,205,113,205,133,127,133,thoai: 04.
77,110,122,110,122,137,77,137,Điện
79,73,218,73,218,97,79,97,Tâng142 TTTM
333,75,361,75,361,97,333,97,La
220,74,251,74,251,98,220,98,Xa
393,73,442,73,442,97,393,97,Đông
355,73,391,73,391,96,355,96,a Hà
287,73,333,73,333,97,287,97,Phúc
244,73,284,73,284,98,244,98,a La-
134,34,179,34,179,59,134,59,THỊ S
228,32,303,32,303,57,228,57,THÀNH
174,31,224,31,224,60,174,60,ĐỨC
75,30,131,30,131,58,75,58,SIÊU
