644,2195,842,2195,842,2226,644,2226,01
404,2195,504,2195,504,2227,404,2227,Vinid
523,2195,563,2195,563,2227,523,2227,19
324,2190,385,2190,385,2232,324,2232,Tũy
581,2191,628,2191,628,2227,581,2227,từ
224,2190,304,2190,304,2226,224,2226,Tích
442,2098,603,2098,603,2128,442,2128,VINMARTH
262,2092,417,2092,417,2129,262,2129,VINMART
623,2092,707,2092,707,2127,623,2127,TOÀN
723,2091,805,2091,805,2128,723,2128,QUỐC
802,2047,864,2047,864,2084,802,2084,TẠI
722,2042,784,2042,784,2080,722,2080,GIA
482,2042,565,2042,565,2078,482,2078,HĂNG
401,2040,465,2040,465,2082,401,2082,MẬT
303,2041,385,2041,385,2077,303,2077,TRĂM
622,2039,705,2039,705,2079,622,2079,GIÁM
200,2040,284,2040,284,2076,200,2076,HĂNG
580,2042,604,2042,604,2079,580,2079,A
720,1770,943,1770,943,1802,720,1802,vinmart
541,1771,700,1771,700,1802,541,1802,Website:
303,1770,524,1770,524,1800,303,1800,0247
121,1764,277,1764,277,1803,121,1803,Hot
621,1723,685,1723,685,1756,621,1756,HEN
781,1721,845,1721,845,1757,781,1757,LẠI
701,1716,766,1716,766,1757,701,1757,GẶP
443,1716,543,1716,543,1749,443,1749,KHÁCH
361,1714,426,1714,426,1750,361,1750,QUÝ
560,1714,606,1714,606,1752,560,1752,VÀ
298,1714,347,1714,347,1750,298,1750,ON
221,1712,285,1712,285,1749,221,1749,CAM
803,1628,880,1628,880,1652,803,1652,same
898,1622,963,1622,963,1660,898,1660,day
660,1624,780,1624,780,1656,660,1656,Within
522,1623,642,1623,642,1652,522,1652,issued
359,1621,439,1621,439,1651,359,1651,Will
206,1622,342,1622,342,1652,206,1652,invoice
457,1621,504,1621,504,1652,457,1652,be
122,1619,183,1619,183,1652,122,1652,Tax
601,1571,705,1571,705,1608,601,1608,trong
720,1569,803,1569,803,1608,720,1608,ngày
438,1568,503,1568,503,1602,438,1602,hóa
518,1565,584,1565,584,1603,518,1603,đơn
339,1564,423,1564,423,1603,339,1603,xuất
259,1564,322,1564,322,1603,259,1603,Chỉ
623,1425,961,1425,961,1455,623,1455,004301001001877
180,1421,262,1421,262,1453,180,1453,tham
281,1418,380,1418,380,1453,281,1453,chiếu
120,1415,163,1415,163,1453,120,1453,SỐ
919,1375,943,1375,943,1408,919,1408,
200,1369,300,1369,300,1407,200,1407,tích(
517,1366,619,1366,619,1407,517,1407,điểm)
307,1373,503,1373,503,1407,307,1407,1
122,1365,183,1365,183,1403,122,1403,
642,1326,961,1326,961,1356,642,1356,XXXXXXXXXXXXXXXX
378,1320,462,1320,462,1358,378,1358,hàng
260,1321,360,1321,360,1352,260,1352,khách
121,1321,164,1321,164,1354,121,1354,ID
179,1316,243,1316,243,1354,179,1354,thẻ
702,1222,797,1222,797,1260,702,1260,GTGT)
438,1223,502,1223,502,1255,438,1255,bao
599,1218,686,1218,686,1256,599,1256,thuế
517,1218,583,1218,583,1261,517,1261,gồm
282,1218,361,1218,361,1257,282,1257,(Giá
378,1217,422,1217,422,1255,378,1255,đa
841,1177,963,1177,963,1207,841,1207,20.200
299,1175,363,1175,363,1211,299,1211,LAI
221,1168,283,1168,283,1205,221,1205,TRẦ
123,1168,202,1168,202,1204,123,1204,TIẾN
839,1126,963,1126,963,1159,839,1159,55.000
240,1122,305,1122,305,1161,240,1161,
140,1116,223,1116,223,1155,140,1155,TIÊN
839,1077,962,1077,962,1111,839,1111,34.800
222,1071,323,1071,323,1105,222,1105,KHÁCH
342,1069,404,1069,404,1107,342,1107,TRẢ
121,1068,202,1068,202,1105,121,1105,TIỀN
917,1029,942,1029,942,1060,917,1060,O
360,1018,442,1018,442,1057,360,1057,GIẢM
221,1018,305,1018,305,1057,221,1057,TIÊN
121,1018,203,1018,203,1057,121,1057,TỔNG
319,1021,344,1021,344,1057,319,1057,A
839,977,961,977,961,1011,839,1011,34.800
421,972,541,972,541,1009,421,1009,T.
322,971,402,971,402,1007,322,1007,PHẢI
220,968,303,968,303,1007,220,1007,TIÊN
121,969,202,969,202,1008,121,1008,TỔNG
841,880,958,880,958,912,841,912,12.8
121,880,382,880,382,915,121,915,08934563138165
719,880,740,880,740,911,719,911,4
